title,dt_from,dt_to,location,url,desc,snapshot_dt
RADIOLOGYASIA 2019,2019-05-10 00:00:00.000000,2019-05-12 00:00:00.000000,Singapore,https://gems.gevme.com/radiologyasia-2019-94958189,"With the growth in demand in ASEAN and Asia for medical imaging equipment and the growing demand for higher quality healthcare, RadiologyAsia 2015 is well placed to be the major radiology event for Asia in the years to come. This fills the gap in ASEAN and Asia for a recurring event where radiology professionals and the medical imaging industry ca...",2019-03-24 12:15:07.532956
IMDEX ASIA 2019,2019-05-14 00:00:00.000000,2019-05-16 00:00:00.000000,Singapore,https://gems.gevme.com/imdex-asia-2019-85101457,"IMDEX Asia is the largest gathering of the maritime defence industry’s key players and decision makers in the Asia Pacific region. Set sail with the global armada of Navy Chiefs, Directors-General, heads of maritime agencies and industry leaders from all around the world, and chart your course to the forefront of the burgeoning Asia Pacific market...",2019-03-24 12:15:07.532956
AQUAREALM 2019,2019-05-30 00:00:00.000000,2019-06-01 00:00:00.000000,Singapore,https://gems.gevme.com/aquarealm-2019-70047756,"Continuation of the biennial AquaRealm of the ornamental/aquaculture industry for the APAC region. AquaRealm is Singapore’s brand new and largest trade event replacing Aquarama for the international ornamental aquatic industry. Packed with interesting, informative and innovative features, the programme which contains the following elements. Intern...",2019-03-24 12:15:07.532956
BROADCAST ASIA 2019,2019-06-18 00:00:00.000000,2019-06-20 00:00:00.000000,Singapore,https://gems.gevme.com/broadcast-asia-2019-64596387,"As Asia's premier broadcast and media technology show in the region, Broadcast Asia 2018 is set to brign together the global and regional top-notch industry players and the key decision makers from all around the globe. This event is supported under International Marketing Activities Programme (iMAP). For more details of the event, please contact ...",2019-03-24 12:15:07.532956
COMMUNIC ASIA 2019,2019-06-18 00:00:00.000000,2019-06-20 00:00:00.000000,Singapore,https://gems.gevme.com/communic-asia-2019-53061980,"CommunicAsia - Asia’s most influential and relevant event for technological innovations relating to smart cities solutions, IOT, wearables, 5G, CDN, OTT, M2M, satellite services, multi-screen and many more. With the digital world advancing at breakneck speed, mobility and connectivity is Key in enabling applications which affect we live, work and ...",2019-03-24 12:15:07.532956
NXTASIA 2019,2019-06-18 00:00:00.000000,2019-06-20 00:00:00.000000,Singapore,https://gems.gevme.com/nxtasia-2019-70630865,"NXTAsia is an exciting platform where Game Changers and Tech Innovators converge. It is a dedicated platform that spurs digital enterprise transformation, NXTAsia spotlights on a comprehensive array of the latest solutions and disruptive technologies. Exhibits include AR/VR, AI, Cloud, Cyber-security, Data & Analytics, IoT, Blockchain, Smart Autom...",2019-03-24 12:15:07.532956
OFFICE EXPO ASIA 2019,2019-07-10 00:00:00.000000,2019-07-12 00:00:00.000000,Singapore,https://gems.gevme.com/office-expo-asia-2019-32429543,"Positioned as the 360-degree event for all office elements, Office Expo Asia (OEA) welcomes the biggest and best names from countries and regions such as China, Hong Kong, India and South Korea, thought-leaders and important players in the world of Office Stationery & Essentials, workplace solutions & development, workspace design & products, Offi...",2019-03-24 12:15:07.532956
PRINTPACK+SIGN 2019,2019-07-10 00:00:00.000000,2019-07-12 00:00:00.000000,Singapore,https://gems.gevme.com/printpacksign-2019-74749669,"PP+S is the only event in Singapore that brings together all businesses to find solutions for their printing, packaging and signage needs. Bringing together the best in the printing, packaging and signage industries, PP+S is a must attend for anyone from the region involved in the sector!. Complimentary informative on floor seminars is one of the ...",2019-03-24 12:15:07.532956
SPECIALTY FINE FOOD ASIA 2019,2019-07-17 00:00:00.000000,2019-07-19 00:00:00.000000,Singapore,https://gems.gevme.com/specialty-fine-food-asia-2019-66417022,"Speciality & Fine Food Asia provides the best dedicated platform for gourmet food producers and purveyors to meet with key buyers and decision makers from the retail, wholesale, foodservice and hospitality sectors in Southeast Asia. For suppliers, it provides a targeted avenue to reach the right trade buyers in a focused business environment. For ...",2019-03-24 12:15:07.532956
SINGAPORE GIFTS SHOW 2019,2019-07-18 00:00:00.000000,2019-07-20 00:00:00.000000,Singapore,https://gems.gevme.com/singapore-gifts-show-2019-99623479,"How big is the gifts industry? How do we define the gifts industry? The gifts industry encompasses all kind of souvenirs, mementos, corporate gifts, premium gifts and general gifts. A parent buys a condominium for his children as a gift, or a car as a birthday gift – isn’t this part of the gift industry? It depends on how you package the event –li...",2019-03-24 12:15:07.532956
SINGAPORE GIFTS & PREMIUMS FAIR 2019,2019-07-24 00:00:00.000000,2019-07-26 00:00:00.000000,Singapore,https://gems.gevme.com/singapore-gifts-premiums-fair-2019-37552200,"Singapore International Trade Exhibition for Promotional, Corporate, Incentive and Retail Gifts. The Premier Platform for Gifts Sourcing.This event is supported under International Marketing Activities Programme (iMAP). For more details of the event, please contact the organiser",2019-03-24 12:15:07.532956
CHILLAX ASIA 2019,2019-07-25 00:00:00.000000,2019-07-27 00:00:00.000000,Singapore,https://gems.gevme.com/chillax-asia-2019-33795395,"A creative exposition will be happening in Singapore in July 2019. Chillax Asia 2019 will focus on driving entrepreneurship by offering three available schemes that cater to all visitors – Young Entrepreneur & Startup Scheme, SME Expansion Scheme and Global Partnership Scheme. The Young Entrepreneur & Startup Scheme (YES) is catered for new entrep...",2019-03-24 12:15:07.532956
BUILD ECO XPO (BEX) ASIA 2019,2019-09-04 00:00:00.000000,2019-09-06 00:00:00.000000,Singapore,https://gems.gevme.com/build-eco-xpo-bex-asia-2019-62551850,"Build Eco Xpo (BEX) Asia is an annual gathering of the green building professionals, where over 11,000 Architects, Building Owners, Developers, Engineers, Facility Managers and Solution Providers meet, exchange ideas, source for the latest products & solutions and build valuable relationships over the 3-day event.This event is supported under Inte...",2019-03-24 12:15:07.532956
COMMERCIAL AVIATION SERVICES ASIA-PACIFIC 2019,2019-09-24 00:00:00.000000,2019-09-26 00:00:00.000000,"Singapore, Singapore",https://gems.gevme.com/commercial-aviation-services-asia-pacific-2019-59731993,"Positioned to be the premier event for airline operators, MROs, manufacturers, suppliers and OEMs, the content delivered at this event will provide a “nose to tail” experience for attendees and establish the conference and exhibition as the leading program for industry professionals. The Exhibition Hall will host more than 5000 attendees and featu...",2019-03-24 12:15:07.532956
TANK STORAGE ASIA 2019,2019-09-25 00:00:00.000000,2019-09-26 00:00:00.000000,Singapore,https://gems.gevme.com/tank-storage-asia-2019-27731609,"Tank Storage Asia 2019 brings the Asian bulk liquid storage industry together, providing the perfect place to meet your business needs. The two day exhibition will showcase leading manufacturers & suppliers of the latest innovations and technology, as well as offer unique networking opportunities. Industry experts will share their knowledge in the...",2019-03-24 12:15:07.532956
GOVERNMENTWARE 2019 (GOVWARE 2019),2019-10-01 00:00:00.000000,2019-10-03 00:00:00.000000,Singapore,https://gems.gevme.com/governmentware-2019-govware-2019-81467206,"Into its 28th showing, GovernmentWare (GovWare) is the region’s most established premier conference and showcase for cybersecurity. GovWare is the cornerstone event for the Singapore International Cyber Week, focused on Forging a Trusted and Open Cyberspace in 2018. Featuring the latest trends in technology, organisational implementation and user ...",2019-03-24 12:15:07.532956
SAFETY & SECURITY ASIA 2019,2019-10-01 00:00:00.000000,2019-10-03 00:00:00.000000,Singapore,https://gems.gevme.com/safety-security-asia-2019-92040943,"SSA 2019 will present an array of issues and challenges faced by the government and the civilians to increase awareness on the importance of maintaining security in numerous forms. Congruently, a series of solutions and strategic plans are also exhibited to encourage and enlighten the people on ways they can adapt to combat this heightening threat...",2019-03-24 12:15:07.532956
INTERNATIONAL FACILITY MANAGEMENT EXPO (IFAME) 2019,2019-10-01 00:00:00.000000,2019-10-03 00:00:00.000000,Singapore,https://gems.gevme.com/international-facility-management-expo-ifame-2019-60116696,"The focus on smart building solutions for higher efficiency and productivity has now taken centre stage in the building industry. This is where International Facility Management Expo (iFaME) 2019 comes in, the most highly supported facility management show in Singapore, it encompasses a wide variety of products and services including air-condition...",2019-03-24 12:15:07.532956
CLOUD EXPO ASIA / CLOUD & CYBER SECURITY EXPO / BIG DATA WORLD ASIA / ECOMMERCE EXPO ASIA / SMART IOT SINGAPORE / DATA CENTRE WORLD ASIA 2019,2019-10-09 00:00:00.000000,2019-10-10 00:00:00.000000,Singapore,https://gems.gevme.com/cloud-expo-asia-cloud-cyber-security-expo-big-data-world-asia-ecommerce-expo-asia-smart-iot-singapore-data-centre-world-asia-2019-90562375,"The Cloud Expo Asia event series is regional business to business conference and exhibition that covers the whole IT Stack with focused co-located events on Big Data, Cloud technology. IoT, Data Centre, Cyber Security, and eCommerce. The audience comprises of the whole buying chain from the C-level, Director, Manager, Engineer and line of business...",2019-03-24 12:15:07.532956
26TH ITS WORLD CONGRESS 2019,2019-10-21 00:00:00.000000,2019-10-25 00:00:00.000000,Singapore,https://gems.gevme.com/26th-its-world-congress-2019-96104741,"ITSWC has been a platform with highest level and largest size for showing the results and conducting technical exchange in intelligent transportation circles in the WorldThis event is supported under International Marketing Activities Programme (iMAP). For more details of the event, please contact the organiser",2019-03-24 12:15:07.532956
BUILDTECH ASIA 2019,2019-10-21 00:00:00.000000,2019-10-23 00:00:00.000000,Singapore,https://gems.gevme.com/buildtech-asia-2019-27600201,"BuildTech Asia (BTA) focuses on the latest technologies and innovation addressing the challenges of building and construction across different industries. This leading trade event provides a platform for business and trade professionals to showcase, share, learn and succeed in the regional built sector. Held during the Singapore Construction Produ...",2019-03-24 12:15:07.532956
FRANCHISING & LICENSING ASIA 2019 (FLASIA 2019),2019-10-24 00:00:00.000000,2019-10-26 00:00:00.000000,Singapore,https://gems.gevme.com/franchising-licensing-asia-2019-flasia-2019-41011032,"Franchising & Licensing Asia (FLAsia) is Asia’s largest and most international event of its kind, an excellent platform that brand owners choose to showcase innovative and unique business concepts. It has proved to be the key international trade event for business leaders in the franchising and licensing fraternity.This event is supported under In...",2019-03-24 12:15:07.532956
ASIA CLEAN ENERGY SUMMIT (ACES) 2019,2019-10-28 00:00:00.000000,2019-11-01 00:00:00.000000,"Singapore, Singapore",https://gems.gevme.com/asia-clean-energy-summit-aces-2019-79338220,"Asia Clean Energy Summit (ACES) is Asia's leading event focusing on clean energy technology, policy and finance supported by leading government agencies, research institutes and industry in Singapore.This event is supported under International Marketing Activities Programme (iMAP). For more details of the event, please contact the organiser",2019-03-24 12:15:07.532956
DISTREE APAC 2019,2019-11-11 00:00:00.000000,2019-11-15 00:00:00.000000,"Singapore, Singapore",https://gems.gevme.com/distree-apac-2019-94427655,"DISTREE Asia Pacific (APAC) assembles the leading regional and in-country technology distributors, tier one retailers and the region’s most influential e-tailers from more than 20 countries to meet with technology vendors in a unique, business friendly environment.This event is supported under International Marketing Activities Programme (iMAP). F...",2019-03-24 12:15:07.532956
SINGAPORE AIRSHOW 2020,2020-02-11 00:00:00.000000,2020-02-16 00:00:00.000000,"Singapore, Singapore",https://gems.gevme.com/singapore-airshow-2020-25606537,"The event offers a unique platform for industry thought leadership through its’ high-level conference, forums and co-located events. Leading industry players, government and military chiefs gather here bi-annually to contribute to dialogues, exchange ideas and seek solutions and strategies to advance the interests of the global aerospace and defen...",2019-03-24 12:15:07.532956
RADIOLOGYASIA 2020,2020-02-20 00:00:00.000000,2020-02-21 00:00:00.000000,Singapore,https://gems.gevme.com/radiologyasia-2020-16462867,"Radiology Asia continues to serve as the unifying platform for the medical imaging and diagnostics community in the region of Southeast Asia, Australia and New Zealand dedicated to improving patient care and advancing the medical field through accessible unbiased quality medical education.This event is supported under International Marketing Activ...",2019-03-24 12:15:07.532956
BEAUTYASIA SINGAPORE 2020,2020-02-24 00:00:00.000000,2020-02-26 00:00:00.000000,Singapore,https://gems.gevme.com/beautyasia-singapore-2020-17915707,"BeautyAsia, Asia’s premium beauty trade exhibition continues to welcome industry professionals from all over the world to showcase the latest beauty products and trends. With an accretion of 21 years, the most established beauty extravaganza remains a one-stop, regional hub for leading technologies in the beauty and wellness industry. Incorporatin...",2019-03-24 12:15:07.532956
FOODSERVICE EQUIPMENT 2020,2020-03-03 00:00:00.000000,2020-03-06 00:00:00.000000,Singapore,https://gems.gevme.com/foodservice-equipment-2020-23967069,"Foodservice & Hospitality Equipment, a part of FHA-HoReCa (Hotel, Restaurant and Café) brings together the most extensive line-up of products and smart technologies in foodservice & hospitality equipment, as well as other key segments including bakery & pastry, hospitality style, hospitality technology, and speciality coffee & tea.Largest of its k...",2019-03-24 12:15:07.532956
SPECIALITY COFFEE & TEA 2020,2020-03-03 00:00:00.000000,2020-03-06 00:00:00.000000,Singapore,https://gems.gevme.com/specialitycoffeetea2020-52316877,"Speciality Coffee & Tea, a part of FHA-HoReCa (Hotel, Restaurant and Café) brings together the most extensive line-up of innovative products and services in speciality coffee & tea, as well as other key segments including bakery & pastry, foodservice & hospitality equipment, hospitality style and hospitality technology.Largest of its kind in Asia,...",2019-03-24 12:15:07.532956
INTERNATIONAL FURNITURE FAIR SINGAPORE,2020-03-09 00:00:00.000000,2020-03-12 00:00:00.000000,Singapore,https://gems.gevme.com/international-furniture-fair-singapore-86217343,"The IFFS/AFS/Nook features a comprehensive range of furniture, furnishing, decorative accessories, interiors and fittings by a diverse portfolio of quality exhibitors, and attracts a healthy and well-represented attendance of trade buyers and visitors.This event is supported under International Marketing Activities Programme (iMAP). For more detai...",2019-03-24 12:15:07.532956
CAFE ASIA 2020,2020-03-14 00:00:00.000000,2020-03-16 00:00:00.000000,Singapore,https://gems.gevme.com/cafe-asia-2020-44417768,"Cafe Asia is an ideal one-stop convenient hub for professionals to source for supplies and explore business opportunities with both regional and international counterparts. They are the most dedicated events on the region’s café, coffee and tea industries in Singapore. As the only trade and consumer exhibitions in Southeast Asia catering to the ca...",2019-03-24 12:15:07.532956
ASIA PACIFIC MARITIME (APM) 2020,2020-03-18 00:00:00.000000,2020-03-20 00:00:00.000000,Singapore,https://gems.gevme.com/asia-pacific-maritime-apm-2020-14677159,"APM is a one-stop market for the region’s maritime community, showcasing the latest in marine, workboat & offshore engineering and port technology. It offers a holistic business experience by combining exhibition, conferences and seminars. In 2018, some 1,432 exhibiting companies from 60 countries occupied 644 booths of exhibition space. The exhib...",2019-03-24 12:15:07.532956
LAST MILE FULFULMENT ASIA 2020,2020-03-25 00:00:00.000000,2020-03-26 00:00:00.000000,Singapore,https://gems.gevme.com/last-mile-fulfulment-asia-2020-82300563,"This is the 4th edition of LMFAsia. This show will be an excellent opportunity for fulfilment centres, logistics companies, postal agencies and parcel courier companies to meet e-commerce companies and retailers and tap on business opportunities.This event is supported under International Marketing Activities Programme (iMAP). For more details of ...",2019-03-24 12:15:07.532956
IOT ASIA 2020,2020-03-25 00:00:00.000000,2020-03-26 00:00:00.000000,Singapore,https://gems.gevme.com/iot-asia-2020-93276619,"IoT Asia 2020: Visit: http://www.internetofthingsasia.com/ - The Internet of Things is opening up a world of opportunities for everyone from connected cars to connected healthcare to smart cities and even home automation. The World Economic Forum estimates that by 2020, about 50 billion things will be connected. In short, the Internet of Things ad...",2019-03-24 12:15:07.532956
PROWINE ASIA 2020,2020-03-31 00:00:00.000000,2020-04-03 00:00:00.000000,Singapore,https://gems.gevme.com/prowine-asia-2020-21453858,"ProWine Asia (Singapore) 2020, jointly organised by UBM SES and Messe Düsseldorf Asia, will feature a wide representation of international wine and spirit labels, an extensive scope of solutions and concepts for the region’s diverse consumer markets, as well as specialised masterclasses and seminars by industry speakers.This event is supported und...",2019-03-24 12:15:07.532956
FOODTECH 2020,2020-03-31 00:00:00.000000,2020-04-03 00:00:00.000000,Singapore,https://gems.gevme.com/foodtech-2020-55473776,"FoodTech, a new zone in FHA-Food & Beverage, covers the entire spectrum of food & beverage processing & packaging technology, cold chain, warehousing and logistics solutions. FoodTech zone is the go-to place for F&B manufacturers, retailers and importers/distributors to source for solutions that can enhance their production and operational needs.M...",2019-03-24 12:15:07.532956
IDEM SINGAPORE 2020,2020-04-24 00:00:00.000000,2020-04-26 00:00:00.000000,Singapore,https://gems.gevme.com/idem-singapore-2020-90747772,"Since its debut in 2000, IDEM has consistently strengthened its position the most authoritative business-to-business marketplace, education and networking platform in the Asia Pacific for the dental professionalThis event is supported under International Marketing Activities Programme (iMAP). For more details of the event, please contact the organ...",2019-03-24 12:15:07.532956
SEAMLESS ASIA 2020,2020-06-26 00:00:00.000000,2020-06-27 00:00:00.000000,Singapore,https://gems.gevme.com/seamless-asia-2020-61762309,"SEAMLESS ASIA is the leading conference and exhibition for the entire Asian payments ecosystem. Spanning 10,000sqm of exhibition space, making the event the largest payments show in Asia. This is an ideal place for solution and technology providers to showcase and demonstrate the very latest in payment solutions.This event is supported under Inte...",2019-03-24 12:15:07.532956
CITIES @ CITY SOLUTIONS SINGAPORE 2020,2020-07-06 00:00:00.000000,2020-07-08 00:00:00.000000,Singapore,https://gems.gevme.com/cities-city-solutions-singapore-2020-24903919,"The biennial World Cities Summit is an exclusive platform for government leaders and industry experts to address liveable and sustainable city challenges, share integrated urban solutions and forge new partnerships. Jointly organised by Singapore’s Centre for Liveable Cities and Urban Redevelopment Authority, key highlights of the Summit include t...",2019-03-24 12:15:07.532956
SINGAPORE INTERNATIONAL WATER WEEK 2020,2020-07-06 00:00:00.000000,2020-07-09 00:00:00.000000,Singapore,https://gems.gevme.com/singapore-international-water-week-2020-79250603,"The biennial Singapore International Water Week gathers stakeholders from the global water industry to share best practices, showcase the latest technologies and tap on business opportunities. Over the past decade, more than hundreds of forums and conferences covering emerging trends and challenges in some of the world’s water projects are held du...",2019-03-24 12:15:07.532956
SINGAPORE GIFTS & PREMIUMS FAIR 2020,2020-07-15 00:00:00.000000,2020-07-17 00:00:00.000000,Singapore,https://gems.gevme.com/singapore-gifts-premiums-fair-2020-32108670,"Singapore International Trade Exhibition for Promotional, Corporate, Incentive and Retail Gifts. The premier platform for gifts sourcing.This event is supported under International Marketing Activities Programme (iMAP). For more details of the event, please contact the organiser",2019-03-24 12:15:07.532956
SINGAPORE GIFTS SHOW 2020,2020-08-25 00:00:00.000000,2020-08-27 00:00:00.000000,Singapore,https://gems.gevme.com/singapore-gifts-show-2020-97806072,"How big is the gifts industry? How do we define the gifts industry? The gifts industry encompasses all kind of souvenirs, mementos, corporate gifts, premium gifts, and general gifts. A parent buys a condominium for his children as a gift, or a car as a birthday gift – isn’t this part of the gift industry? It depends on how you package the event –l...",2019-03-24 12:15:07.532956
OS+H ASIA 2020,2020-08-26 00:00:00.000000,2020-08-28 00:00:00.000000,Singapore,https://gems.gevme.com/osh-asia-2020-27669781,"Asia’s leading and most dynamic workplace safety and health exhibition OS+H Asia 2020 is the 12th edition of The Occupational Safety + Health Exhibition for Asia. Held in Singapore since its inception in 1998, it is driven by A+A, the world’s leading trade fair for all aspects of Safety, Security and Health at Work, organized by Messe Düsseldorf i...",2019-03-24 12:15:07.532956
MFA 2020,2020-09-09 00:00:00.000000,2020-09-11 00:00:00.000000,Singapore,https://gems.gevme.com/mfa-2020-59449765,"MEDICAL FAIR ASIA continues to be Southeast Asia's most definitive event for the medical and healthcare industry, gathering the region's hospital, diagnostic, pharmaceutical, medical and rehabilitation sectors in one convenient location and providing the perfect platform to discover the latest industry innovations, to network and do business. Foll...",2019-03-24 12:15:07.532956
MMA 2020,2020-09-09 00:00:00.000000,2020-09-11 00:00:00.000000,Singapore,https://gems.gevme.com/mma-2020-26762026,"The fifth edition of MEDICAL MANUFACTURING ASIA makes a return to Singapore as the region's leading specialist trade fair for Asia's medtech and medical manufacturing processes sectors. Jointly organised by SPETA (Singapore Precision Engineering and Technology Association) and Messe Düsseldorf Asia, MEDICAL MANUFACTURING ASIA 2020 will feature an ...",2019-03-24 12:15:07.532956
TANK STORAGE ASIA 2020,2020-09-24 00:00:00.000000,2020-09-25 00:00:00.000000,"Singapore, Singapore",https://gems.gevme.com/tank-storage-asia-2020-94914323,"Tank Storage Asia brings the Asian bulk liquid storage industry together, providing the perfect place to meet your business needs. The two day exhibition will showcase leading manufacturers & suppliers of the latest innovations and technology, as well as offer unique networking opportunities. Industry experts will share their knowledge in the conf...",2019-03-24 12:15:07.532956
